sourceIRI,mappedIRI,score,sourceLabel,mappedLabel,NormalizedScore
http://www.orpha.net/ORDO/Orphanet_682,http://purl.obolibrary.org/obo/HP_0007215,3.5,Hyperkalemic periodic paralysis,Periodic hyperkalemic paralysis,0.875
http://www.orpha.net/ORDO/Orphanet_95720,http://purl.obolibrary.org/obo/HP_0005990,3.5,Thyroid hypoplasia,Thyroid hypoplasia,0.875
http://www.orpha.net/ORDO/Orphanet_2889,http://purl.obolibrary.org/obo/HP_0003777,3.5,Pili torti,Pili torti,0.875
http://www.orpha.net/ORDO/Orphanet_93924,http://purl.obolibrary.org/obo/HP_0006870,3.5,Lobar holoprosencephaly,Lobar holoprosencephaly,0.875
http://www.orpha.net/ORDO/Orphanet_220386,http://purl.obolibrary.org/obo/HP_0002507,3.5,Semilobar holoprosencephaly,Semilobar holoprosencephaly,0.875
http://www.orpha.net/ORDO/Orphanet_93925,http://purl.obolibrary.org/obo/HP_0006988,3.5,Alobar holoprosencephaly,Alobar holoprosencephaly,0.875
http://www.orpha.net/ORDO/Orphanet_93110,http://purl.obolibrary.org/obo/HP_0010957,3.5,Posterior urethral valve,Congenital posterior urethral valve,0.875
http://www.orpha.net/ORDO/Orphanet_90695,http://purl.obolibrary.org/obo/HP_0000871,3.5,Panhypopituitarism,Panhypopituitarism,0.875
http://www.orpha.net/ORDO/Orphanet_98837,http://purl.obolibrary.org/obo/HP_0005531,3.5,Acute biphenotypic leukemia,Biphenotypic acute leukaemia,0.875
http://www.orpha.net/ORDO/Orphanet_180086,http://purl.obolibrary.org/obo/HP_0003762,3.5,Didelphys uterus,Uterus didelphys,0.875
http://www.orpha.net/ORDO/Orphanet_181428,http://purl.obolibrary.org/obo/HP_0012184,3.5,Hyperalphalipoproteinemia,Increased circulating high-density lipoprotein levels,0.875
http://www.orpha.net/ORDO/Orphanet_86834,http://purl.obolibrary.org/obo/HP_0012209,3.5,Juvenile myelomonocytic leukemia,Juvenile myelomonocytic leukemia,0.875
http://www.orpha.net/ORDO/Orphanet_36204,http://purl.obolibrary.org/obo/HP_0002593,3.5,Intestinal lymphangiectasia,Intestinal lymphangiectasia,0.875
http://www.orpha.net/ORDO/Orphanet_2140,http://purl.obolibrary.org/obo/HP_0000776,3.5,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia,0.875
http://www.orpha.net/ORDO/Orphanet_90281,http://purl.obolibrary.org/obo/HP_0007417,3.5,Discoid lupus erythematosus,Discoid lupus rash,0.875
http://www.orpha.net/ORDO/Orphanet_913,http://purl.obolibrary.org/obo/HP_0002044,3.5,Zollinger-Ellison syndrome,Zollinger-Ellison syndrome,0.875
http://www.orpha.net/ORDO/Orphanet_252175,http://purl.obolibrary.org/obo/HP_0009588,3.5,Vestibular schwannoma,Vestibular Schwannoma,0.875
http://www.orpha.net/ORDO/Orphanet_66646,http://purl.obolibrary.org/obo/HP_0200151,3.5,Cutaneous mastocytosis,Cutaneous mastocytosis,0.875
http://www.orpha.net/ORDO/Orphanet_314928,http://purl.obolibrary.org/obo/HP_0002343,3.5,Normal pressure hydrocephalus,Normal pressure hydrocephalus,0.875
http://www.orpha.net/ORDO/Orphanet_1041,http://purl.obolibrary.org/obo/HP_0001789,3.5,Hydrops fetalis,Hydrops fetalis,0.875
http://www.orpha.net/ORDO/Orphanet_300385,http://purl.obolibrary.org/obo/HP_0011763,3.5,Pituitary carcinoma,Pituitary carcinoma,0.875
http://www.orpha.net/ORDO/Orphanet_275555,http://purl.obolibrary.org/obo/HP_0100602,3.5,Preeclampsia,Preeclampsia,0.875
http://www.orpha.net/ORDO/Orphanet_276429,http://purl.obolibrary.org/obo/HP_0012459,3.5,Hypnic headache,Hypnic headache,0.875
http://www.orpha.net/ORDO/Orphanet_99756,http://purl.obolibrary.org/obo/HP_0006779,3.5,Alveolar rhabdomyosarcoma,Alveolar rhabdomyosarcoma,0.875
http://www.orpha.net/ORDO/Orphanet_44890,http://purl.obolibrary.org/obo/HP_0100723,3.5,Gastrointestinal stromal tumor,Gastrointestinal stroma tumor,0.875
http://www.orpha.net/ORDO/Orphanet_54272,http://purl.obolibrary.org/obo/HP_0012028,3.5,Hepatocellular adenoma,Hepatocellular adenoma,0.875
http://www.orpha.net/ORDO/Orphanet_182095,http://purl.obolibrary.org/obo/HP_0006530,3.5,Interstitial lung disease,Interstitial pulmonary abnormality,0.875
http://www.orpha.net/ORDO/Orphanet_49042,http://purl.obolibrary.org/obo/HP_0000703,3.5,Dentinogenesis imperfecta,Dentinogenesis imperfecta,0.875
http://www.orpha.net/ORDO/Orphanet_3273,http://purl.obolibrary.org/obo/HP_0012570,3.5,Synovial sarcoma,Synovial sarcoma,0.875
http://www.orpha.net/ORDO/Orphanet_268882,http://purl.obolibrary.org/obo/HP_0007099,3.5,Arnold-Chiari malformation type I,Arnold-Chiari type I malformation,0.875
http://www.orpha.net/ORDO/Orphanet_141229,http://purl.obolibrary.org/obo/HP_0002006,3.5,Facial cleft,Facial cleft,0.875
http://www.orpha.net/ORDO/Orphanet_93930,http://purl.obolibrary.org/obo/HP_0002836,3.5,Bladder exstrophy,Bladder exstrophy,0.875
http://www.orpha.net/ORDO/Orphanet_93928,http://purl.obolibrary.org/obo/HP_0000039,3.5,Epispadias,Epispadias,0.875
http://www.orpha.net/ORDO/Orphanet_90062,http://purl.obolibrary.org/obo/HP_0006554,3.5,Acute liver failure,Acute hepatic failure,0.875
http://www.orpha.net/ORDO/Orphanet_178330,http://purl.obolibrary.org/obo/HP_0005511,3.5,Heinz body anemia,Heinz body anemia,0.875
http://www.orpha.net/ORDO/Orphanet_99408,http://purl.obolibrary.org/obo/HP_0002893,3.5,Pituitary adenoma,Pituitary adenoma,0.875
http://www.orpha.net/ORDO/Orphanet_183660,http://purl.obolibrary.org/obo/HP_0004430,3.5,Severe combined immunodeficiency,Severe combined immunodeficiency,0.875
http://www.orpha.net/ORDO/Orphanet_31740,http://purl.obolibrary.org/obo/HP_0006516,3.5,Hypersensitivity pneumonitis,Hypersensitivity pneumonitis,0.875
http://www.orpha.net/ORDO/Orphanet_137675,http://purl.obolibrary.org/obo/HP_0005152,3.5,Histiocytoid cardiomyopathy,Histiocytoid cardiomyopathy,0.875
http://www.orpha.net/ORDO/Orphanet_314473,http://purl.obolibrary.org/obo/HP_0010618,3.5,Ovarian fibroma,Ovarian fibroma,0.875
http://www.orpha.net/ORDO/Orphanet_1047,http://purl.obolibrary.org/obo/HP_0001924,3.5,Sideroblastic anemia,Sideroblastic anemia,0.875
http://www.orpha.net/ORDO/Orphanet_3033,http://purl.obolibrary.org/obo/HP_0008660,3.5,Renal tubular dysgenesis,Renotubular dysgenesis,0.875
http://www.orpha.net/ORDO/Orphanet_268865,http://purl.obolibrary.org/obo/HP_0030725,3.5,Neurenteric cyst,Neurenteric cyst,0.875
http://www.orpha.net/ORDO/Orphanet_268823,http://purl.obolibrary.org/obo/HP_0002085,3.5,Occipital encephalocele,Occipital encephalocele,0.875
http://www.orpha.net/ORDO/Orphanet_217569,http://purl.obolibrary.org/obo/HP_0001639,3.5,Hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy,0.875
http://www.orpha.net/ORDO/Orphanet_85138,http://purl.obolibrary.org/obo/HP_0008207,3.5,Addison disease,Primary adrenal insufficiency,0.875
http://www.orpha.net/ORDO/Orphanet_99757,http://purl.obolibrary.org/obo/HP_0006743,3.5,Embryonal rhabdomyosarcoma,Embryonal rhabdomyosarcoma,0.875
http://www.orpha.net/ORDO/Orphanet_99108,http://purl.obolibrary.org/obo/HP_0001655,3.5,Patent foramen ovale,Patent foramen ovale,0.875
http://www.orpha.net/ORDO/Orphanet_171676,http://purl.obolibrary.org/obo/HP_0006970,3.5,Periventricular leukomalacia,Periventricular leukomalacia,0.875
http://www.orpha.net/ORDO/Orphanet_158029,http://purl.obolibrary.org/obo/HP_0001982,3.5,Sea-blue histiocytosis,Sea-blue histiocytosis,0.875
http://www.orpha.net/ORDO/Orphanet_65681,http://purl.obolibrary.org/obo/HP_0000148,3.5,Vaginal atresia,Vaginal atresia,0.875
http://www.orpha.net/ORDO/Orphanet_3426,http://purl.obolibrary.org/obo/HP_0001719,3.5,Double outlet right ventricle,Double outlet right ventricle,0.875
http://www.orpha.net/ORDO/Orphanet_99077,http://purl.obolibrary.org/obo/HP_0011593,3.5,Kommerell diverticulum,Left aortic arch with retroesophageal diverticulum of Kommerell,0.875
http://www.orpha.net/ORDO/Orphanet_217632,http://purl.obolibrary.org/obo/HP_0001723,3.5,Restrictive cardiomyopathy,Restrictive cardiomyopathy,0.875
http://www.orpha.net/ORDO/Orphanet_279914,http://purl.obolibrary.org/obo/HP_0012124,3.5,Intermediate uveitis,Intermediate uveitis,0.875
http://www.orpha.net/ORDO/Orphanet_217604,http://purl.obolibrary.org/obo/HP_0001644,3.5,Dilated cardiomyopathy,Dilated cardiomyopathy,0.875
http://www.orpha.net/ORDO/Orphanet_3193,http://purl.obolibrary.org/obo/HP_0004381,3.5,Supravalvular aortic stenosis,Supravalvular aortic stenosis,0.875
http://www.orpha.net/ORDO/Orphanet_88661,http://purl.obolibrary.org/obo/HP_0000705,3.5,Amelogenesis imperfecta,Amelogenesis imperfecta,0.875
http://www.orpha.net/ORDO/Orphanet_2357,http://purl.obolibrary.org/obo/HP_0100730,3.5,Bronchogenic cyst,Bronchogenic cyst,0.875
http://www.orpha.net/ORDO/Orphanet_2356,http://purl.obolibrary.org/obo/HP_0100702,3.5,Arachnoid cyst,Arachnoid cyst,0.875
http://www.orpha.net/ORDO/Orphanet_163927,http://purl.obolibrary.org/obo/HP_0100847,3.5,Pustulosis palmaris et plantaris,Palmoplantar pustulosis,0.875
http://www.orpha.net/ORDO/Orphanet_2203,http://purl.obolibrary.org/obo/HP_0002161,3.5,Hyperlysinemia,Hyperlysinemia,0.875
http://www.orpha.net/ORDO/Orphanet_221091,http://purl.obolibrary.org/obo/HP_0100661,3.5,Trigeminal neuralgia,Trigeminal neuralgia,0.875
http://www.orpha.net/ORDO/Orphanet_1209,http://purl.obolibrary.org/obo/HP_0011662,3.5,Tricuspid atresia,Tricuspid atresia,0.875
http://www.orpha.net/ORDO/Orphanet_1205,http://purl.obolibrary.org/obo/HP_0011560,3.5,Mitral atresia,Mitral atresia,0.875
http://www.orpha.net/ORDO/Orphanet_1203,http://purl.obolibrary.org/obo/HP_0002247,3.5,Duodenal atresia,Duodenal atresia,0.875
http://www.orpha.net/ORDO/Orphanet_95458,http://purl.obolibrary.org/obo/HP_0001704,3.5,Tricuspid valve prolapse,Tricuspid valve prolapse,0.875
http://www.orpha.net/ORDO/Orphanet_1302,http://purl.obolibrary.org/obo/HP_0011945,3.5,Cryptogenic organizing pneumonia,Bronchiolitis obliterans organizing pneumonia,0.875
http://www.orpha.net/ORDO/Orphanet_1199,http://purl.obolibrary.org/obo/HP_0002032,3.5,Esophageal atresia,Esophageal atresia,0.875
http://www.orpha.net/ORDO/Orphanet_1198,http://purl.obolibrary.org/obo/HP_0010448,3.5,Colonic atresia,Colonic atresia,0.875
http://www.orpha.net/ORDO/Orphanet_1160,http://purl.obolibrary.org/obo/HP_0012281,3.5,Chylous ascites,Chylous ascites,0.875
http://www.orpha.net/ORDO/Orphanet_3165,http://purl.obolibrary.org/obo/HP_0045029,3.5,Eosinophilic fasciitis,Eosinophilic fasciitis,0.875
http://www.orpha.net/ORDO/Orphanet_137914,http://purl.obolibrary.org/obo/HP_0000453,3.5,Choanal atresia,Choanal atresia,0.875
http://www.orpha.net/ORDO/Orphanet_98826,http://purl.obolibrary.org/obo/HP_0005505,3.5,Refractory anemia,Refractory anemia,0.875
http://www.orpha.net/ORDO/Orphanet_289902,http://purl.obolibrary.org/obo/HP_0003535,3.2,3-methylglutaconic aciduria,3-Methylglutaconic aciduria,0.8
http://www.orpha.net/ORDO/Orphanet_98976,http://purl.obolibrary.org/obo/HP_0001087,3.2,Congenital glaucoma,Congenital glaucoma,0.8
http://www.orpha.net/ORDO/Orphanet_182040,http://purl.obolibrary.org/obo/HP_0001915,3.2,Aplastic anemia,Aplastic anemia,0.8
http://www.orpha.net/ORDO/Orphanet_238583,http://purl.obolibrary.org/obo/HP_0004923,3.2,Hyperphenylalaninemia,Hyperphenylalaninemia,0.8
http://www.orpha.net/ORDO/Orphanet_98973,http://purl.obolibrary.org/obo/HP_0007915,3.2,Posterior polymorphous corneal dystrophy,Polymorphous posterior corneal dystrophy,0.8
http://www.orpha.net/ORDO/Orphanet_450,http://purl.obolibrary.org/obo/HP_0030853,3.2,Heterotaxia,Heterotaxy,0.8
http://www.orpha.net/ORDO/Orphanet_216675,http://purl.obolibrary.org/obo/HP_0001669,3.2,Transposition of the great arteries,Transposition of the great arteries,0.8
http://www.orpha.net/ORDO/Orphanet_75374,http://purl.obolibrary.org/obo/HP_0030511,3.2,Bradyopsia,Bradyopsia,0.8
http://www.orpha.net/ORDO/Orphanet_263413,http://purl.obolibrary.org/obo/HP_0200058,3.2,Angiosarcoma,Angiosarcoma,0.8
http://www.orpha.net/ORDO/Orphanet_280886,http://purl.obolibrary.org/obo/HP_0012122,3.2,Anterior uveitis,Anterior uveitis,0.8
http://www.orpha.net/ORDO/Orphanet_279882,http://purl.obolibrary.org/obo/HP_0010533,3.2,Spasmus nutans,Spasmus nutans,0.8
http://www.orpha.net/ORDO/Orphanet_3394,http://purl.obolibrary.org/obo/HP_0030448,3.0,Soft tissue sarcoma,Soft tissue sarcoma,0.75
http://www.orpha.net/ORDO/Orphanet_409929,http://purl.obolibrary.org/obo/HP_0000006,3.0,autosomal dominant,Autosomal dominant inheritance,0.75
http://www.orpha.net/ORDO/Orphanet_409933,http://purl.obolibrary.org/obo/HP_0001427,3.0,mitochondrial inheritance,Mitochondrial inheritance,0.75
http://www.orpha.net/ORDO/Orphanet_409930,http://purl.obolibrary.org/obo/HP_0000007,3.0,autosomal recessive,Autosomal recessive inheritance,0.75
http://www.orpha.net/ORDO/Orphanet_98613,http://purl.obolibrary.org/obo/HP_0000524,3.0,Conjunctival telangiectasia,Conjunctival telangiectasia,0.75
http://www.orpha.net/ORDO/Orphanet_54260,http://purl.obolibrary.org/obo/HP_0030682,3.0,Left ventricular noncompaction,Left ventricular noncompaction,0.75
http://www.orpha.net/ORDO/Orphanet_156207,http://purl.obolibrary.org/obo/HP_0000158,3.0,Macroglossia,Macroglossia,0.75
http://www.orpha.net/ORDO/Orphanet_409934,http://purl.obolibrary.org/obo/HP_0001423,3.0,x-linked dominant,X-linked dominant inheritance,0.75
http://www.orpha.net/ORDO/Orphanet_409932,http://purl.obolibrary.org/obo/HP_0001419,3.0,x-linked recessive,X-linked recessive inheritance,0.75
http://www.orpha.net/ORDO/Orphanet_79364,http://purl.obolibrary.org/obo/HP_0001596,3.0,Alopecia,Alopecia,0.75
http://www.orpha.net/ORDO/Orphanet_98575,http://purl.obolibrary.org/obo/HP_0000506,3.0,Telecanthus,Telecanthus,0.75
http://www.orpha.net/ORDO/Orphanet_1063,http://purl.obolibrary.org/obo/HP_0012329,3.0,Tufted angioma,Tufted angioma,0.75
http://www.orpha.net/ORDO/Orphanet_31153,http://purl.obolibrary.org/obo/HP_0003233,3.0,Hypoalphalipoproteinemia,Decreased circulating high-density lipoprotein levels,0.75
http://www.orpha.net/ORDO/Orphanet_68356,http://purl.obolibrary.org/obo/HP_0002415,3.0,Leukodystrophy,Leukodystrophy,0.75
http://www.orpha.net/ORDO/Orphanet_31154,http://purl.obolibrary.org/obo/HP_0003563,3.0,Hypobetalipoproteinemia,Decreased circulating low-density lipoprotein levels,0.75
http://www.orpha.net/ORDO/Orphanet_143,http://purl.obolibrary.org/obo/HP_0006780,3.0,Parathyroid carcinoma,Parathyroid carcinoma,0.75
http://www.orpha.net/ORDO/Orphanet_251877,http://purl.obolibrary.org/obo/HP_0006747,3.0,Ganglioneuroblastoma,Ganglioneuroblastoma,0.75
http://www.orpha.net/ORDO/Orphanet_79100,http://purl.obolibrary.org/obo/HP_0100837,3.0,Atrophoderma vermiculata,Atrophodermia vermiculata,0.75
http://www.orpha.net/ORDO/Orphanet_206976,http://purl.obolibrary.org/obo/HP_0003768,3.0,Periodic paralysis,Periodic paralysis,0.75
http://www.orpha.net/ORDO/Orphanet_251880,http://purl.obolibrary.org/obo/HP_0030066,3.0,Ependymoblastoma,Ependymoblastoma,0.75
http://www.orpha.net/ORDO/Orphanet_616,http://purl.obolibrary.org/obo/HP_0002885,3.0,Medulloblastoma,Medulloblastoma,0.75
http://www.orpha.net/ORDO/Orphanet_289899,http://purl.obolibrary.org/obo/HP_0001992,3.0,Organic aciduria,Organic aciduria,0.75
http://www.orpha.net/ORDO/Orphanet_79375,http://purl.obolibrary.org/obo/HP_0000953,3.0,Hyperpigmentation of the skin,Hyperpigmentation of the skin,0.75
http://www.orpha.net/ORDO/Orphanet_90025,http://purl.obolibrary.org/obo/HP_0001159,3.0,Syndactyly,Syndactyly,0.75
http://www.orpha.net/ORDO/Orphanet_45358,http://purl.obolibrary.org/obo/HP_0001491,3.0,Congenital fibrosis of extraocular muscles,Congenital fibrosis of extraocular muscles,0.75
http://www.orpha.net/ORDO/Orphanet_3148,http://purl.obolibrary.org/obo/HP_0100697,3.0,Malignant peripheral nerve sheath tumor,Neurofibrosarcoma,0.75
