sourceIRI,mappedIRI,score,sourceLabel,mappedLabel,NormalizedScore
http://www.orpha.net/ORDO/Orphanet_116,http://purl.obolibrary.org/obo/DOID_5572,4.0,Beckwith-Wiedemann syndrome,Beckwith-Wiedemann syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_97120,http://purl.obolibrary.org/obo/DOID_0050646,4.0,Distal arthrogryposis,distal arthrogryposis,1.0
http://www.orpha.net/ORDO/Orphanet_289902,http://purl.obolibrary.org/obo/DOID_0060336,4.0,3-methylglutaconic aciduria,3-methylglutaconic aciduria,1.0
http://www.orpha.net/ORDO/Orphanet_110,http://purl.obolibrary.org/obo/DOID_1935,4.0,Bardet-Biedl syndrome,Bardet-Biedl syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_3459,http://purl.obolibrary.org/obo/DOID_0060814,4.0,Wilson-Turner syndrome,Wilson-Turner syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_777,http://purl.obolibrary.org/obo/DOID_0050776,4.0,X-linked non-syndromic intellectual disability,non-syndromic X-linked intellectual disability,1.0
http://www.orpha.net/ORDO/Orphanet_98994,http://purl.obolibrary.org/obo/DOID_0110267,4.0,Total early-onset cataract,cataract 44,1.0
http://www.orpha.net/ORDO/Orphanet_88616,http://purl.obolibrary.org/obo/DOID_0060308,4.0,Autosomal recessive non-syndromic intellectual disability,autosomal recessive non-syndromic intellectual disability,1.0
http://www.orpha.net/ORDO/Orphanet_127,http://purl.obolibrary.org/obo/DOID_0050681,4.0,Borjeson-Forssman-Lehmann syndrome,Borjeson-Forssman-Lehmann syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_125,http://purl.obolibrary.org/obo/DOID_2717,4.0,Bloom syndrome,Bloom syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_138,http://purl.obolibrary.org/obo/DOID_0050834,4.0,CHARGE syndrome,CHARGE syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_137,http://purl.obolibrary.org/obo/DOID_5212,4.0,Congenital disorder of glycosylation,congenital disorder of glycosylation,1.0
http://www.orpha.net/ORDO/Orphanet_144,http://purl.obolibrary.org/obo/DOID_3883,4.0,Lynch syndrome,Lynch syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_319199,http://purl.obolibrary.org/obo/DOID_0110805,4.0,Autosomal recessive spastic paraplegia type 53,hereditary spastic paraplegia 53,1.0
http://www.orpha.net/ORDO/Orphanet_1334,http://purl.obolibrary.org/obo/DOID_2058,4.0,Chronic mucocutaneous candidiasis,chronic mucocutaneous candidiasis,1.0
http://www.orpha.net/ORDO/Orphanet_97249,http://purl.obolibrary.org/obo/DOID_0060272,4.0,Pontocerebellar hypoplasia type 3,pontocerebellar hypoplasia type 3,1.0
http://www.orpha.net/ORDO/Orphanet_91495,http://purl.obolibrary.org/obo/DOID_0060282,4.0,Persistent hyperplastic primary vitreous,persistent hyperplastic primary vitreous,1.0
http://www.orpha.net/ORDO/Orphanet_79145,http://purl.obolibrary.org/obo/DOID_0060256,4.0,Dowling-Degos disease,Dowling-Degos disease,1.0
http://www.orpha.net/ORDO/Orphanet_261222,http://purl.obolibrary.org/obo/DOID_0060398,4.0,Distal 16p11.2 microdeletion syndrome,"chromosome 16p11.2 deletion syndrome, 220kb",1.0
http://www.orpha.net/ORDO/Orphanet_65,http://purl.obolibrary.org/obo/DOID_14791,4.0,Leber congenital amaurosis,Leber congenital amaurosis,1.0
http://www.orpha.net/ORDO/Orphanet_90025,http://purl.obolibrary.org/obo/DOID_11193,4.0,Syndactyly,syndactyly,1.0
http://www.orpha.net/ORDO/Orphanet_199343,http://purl.obolibrary.org/obo/DOID_0060484,4.0,EAST syndrome,EAST syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_705,http://purl.obolibrary.org/obo/DOID_0060744,4.0,Pendred syndrome,Pendred Syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_3449,http://purl.obolibrary.org/obo/DOID_0050475,4.0,Weill-Marchesani syndrome,Weill-Marchesani syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_282,http://purl.obolibrary.org/obo/DOID_9255,4.0,Frontotemporal dementia,frontotemporal dementia,1.0
http://www.orpha.net/ORDO/Orphanet_261211,http://purl.obolibrary.org/obo/DOID_0060400,4.0,16p11.2p12.2 microdeletion syndrome,chromosome 16p12.2-p11.2 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_84,http://purl.obolibrary.org/obo/DOID_13636,4.0,Fanconi anemia,Fanconi anemia,1.0
http://www.orpha.net/ORDO/Orphanet_53351,http://purl.obolibrary.org/obo/DOID_0090057,4.0,X-linked dystonia-parkinsonism,X-linked dystonia-parkinsonism,1.0
http://www.orpha.net/ORDO/Orphanet_791,http://purl.obolibrary.org/obo/DOID_10584,4.0,Retinitis pigmentosa,retinitis pigmentosa,1.0
http://www.orpha.net/ORDO/Orphanet_157820,http://purl.obolibrary.org/obo/DOID_0060294,4.0,Cold-induced sweating syndrome,cold-induced sweating syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_189439,http://purl.obolibrary.org/obo/DOID_0060280,4.0,Primary pigmented nodular adrenocortical disease,primary pigmented nodular adrenocortical disease,1.0
http://www.orpha.net/ORDO/Orphanet_93474,http://purl.obolibrary.org/obo/DOID_0060222,4.0,Scheie syndrome,Scheie syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_157,http://purl.obolibrary.org/obo/DOID_0060235,4.0,Carnitine palmitoyltransferase II deficiency,carnitine palmitoyltransferase II deficiency,1.0
http://www.orpha.net/ORDO/Orphanet_150,http://purl.obolibrary.org/obo/DOID_9261,4.0,Nasopharyngeal carcinoma,nasopharynx carcinoma,1.0
http://www.orpha.net/ORDO/Orphanet_34520,http://purl.obolibrary.org/obo/DOID_0110639,4.0,Congenital muscular dystrophy with integrin alpha-7 deficiency,congenital muscular dystrophy due to integrin alpha-7 deficiency,1.0
http://www.orpha.net/ORDO/Orphanet_309803,http://purl.obolibrary.org/obo/DOID_0110853,4.0,Rhizomelic chondrodysplasia punctata type 3,rhizomelic chondrodysplasia punctata type 3,1.0
http://www.orpha.net/ORDO/Orphanet_171,http://purl.obolibrary.org/obo/DOID_0060643,4.0,Primary sclerosing cholangitis,primary sclerosing cholangitis,1.0
http://www.orpha.net/ORDO/Orphanet_191,http://purl.obolibrary.org/obo/DOID_2962,4.0,Cockayne syndrome,Cockayne syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_1947,http://purl.obolibrary.org/obo/DOID_0110724,4.0,"Progressive epilepsy-intellectual disability syndrome, Finnish type",neuronal ceroid lipofuscinosis 8 northern epilepsy variant,1.0
http://www.orpha.net/ORDO/Orphanet_216,http://purl.obolibrary.org/obo/DOID_14503,4.0,Neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,1.0
http://www.orpha.net/ORDO/Orphanet_774,http://purl.obolibrary.org/obo/DOID_1270,4.0,Hereditary hemorrhagic telangiectasia,hereditary hemorrhagic telangiectasia,1.0
http://www.orpha.net/ORDO/Orphanet_352675,http://purl.obolibrary.org/obo/DOID_0110207,4.0,X-linked Charcot-Marie-Tooth disease type 6,Charcot-Marie-Tooth disease X-linked dominant 6,1.0
http://www.orpha.net/ORDO/Orphanet_352670,http://purl.obolibrary.org/obo/DOID_0110206,4.0,Autosomal dominant intermediate Charcot-Marie-Tooth disease type F,Charcot-Marie-Tooth disease dominant intermediate F,1.0
http://www.orpha.net/ORDO/Orphanet_187,http://purl.obolibrary.org/obo/DOID_9273,4.0,Citrullinemia,citrullinemia,1.0
http://www.orpha.net/ORDO/Orphanet_238468,http://purl.obolibrary.org/obo/DOID_14793,4.0,Hypohidrotic ectodermal dysplasia,hypohidrotic ectodermal dysplasia,1.0
http://www.orpha.net/ORDO/Orphanet_199,http://purl.obolibrary.org/obo/DOID_11725,4.0,Cornelia de Lange syndrome,Cornelia de Lange syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_209,http://purl.obolibrary.org/obo/DOID_3144,4.0,Cutis laxa,cutis laxa,1.0
http://www.orpha.net/ORDO/Orphanet_3208,http://purl.obolibrary.org/obo/DOID_0060537,4.0,Isolated succinate-CoQ reductase deficiency,mitochondrial complex II deficiency,1.0
http://www.orpha.net/ORDO/Orphanet_1906,http://purl.obolibrary.org/obo/DOID_0060471,4.0,Fetal valproate syndrome,fetal valproate syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_3047,http://purl.obolibrary.org/obo/DOID_0060290,4.0,"Blepharophimosis-intellectual disability syndrome, SBBYS type","blepharophimosis-intellectual disability syndrome, SBBYS type",1.0
http://www.orpha.net/ORDO/Orphanet_648,http://purl.obolibrary.org/obo/DOID_3490,4.0,Noonan syndrome,Noonan syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_69665,http://purl.obolibrary.org/obo/DOID_1852,4.0,Intrahepatic cholestasis of pregnancy,intrahepatic cholestasis,1.0
http://www.orpha.net/ORDO/Orphanet_99798,http://purl.obolibrary.org/obo/DOID_0050591,4.0,Oligodontia,tooth agenesis,1.0
http://www.orpha.net/ORDO/Orphanet_447896,http://purl.obolibrary.org/obo/DOID_0060794,4.0,Tremor-ataxia-central hypomyelination syndrome,hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism,1.0
http://www.orpha.net/ORDO/Orphanet_447893,http://purl.obolibrary.org/obo/DOID_0060794,4.0,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism,1.0
http://www.orpha.net/ORDO/Orphanet_457,http://purl.obolibrary.org/obo/DOID_0060713,4.0,Harlequin ichthyosis,autosomal recessive congenital ichthyosis 4B,1.0
http://www.orpha.net/ORDO/Orphanet_352328,http://purl.obolibrary.org/obo/DOID_0110001,4.0,MEGDEL syndrome,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",1.0
http://www.orpha.net/ORDO/Orphanet_261183,http://purl.obolibrary.org/obo/DOID_0060393,4.0,15q11.2 microdeletion syndrome,chromosome 15q11.2 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_223,http://purl.obolibrary.org/obo/DOID_12387,4.0,Nephrogenic diabetes insipidus,nephrogenic diabetes insipidus,1.0
http://www.orpha.net/ORDO/Orphanet_67046,http://purl.obolibrary.org/obo/DOID_0110002,4.0,3-methylglutaconic aciduria type 1,3-methylglutaconic aciduria type 1,1.0
http://www.orpha.net/ORDO/Orphanet_251,http://purl.obolibrary.org/obo/DOID_12721,4.0,Multiple epiphyseal dysplasia,multiple epiphyseal dysplasia,1.0
http://www.orpha.net/ORDO/Orphanet_1293,http://purl.obolibrary.org/obo/DOID_0050690,4.0,Brachyolmia,brachyolmia,1.0
http://www.orpha.net/ORDO/Orphanet_199332,http://purl.obolibrary.org/obo/DOID_0060641,4.0,Endocrine-cerebro-osteodysplasia syndrome,endocrine-cerebro-osteodysplasia syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_31043,http://purl.obolibrary.org/obo/DOID_0060880,4.0,Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement,renal hypomagnesemia 3,1.0
http://www.orpha.net/ORDO/Orphanet_2733,http://purl.obolibrary.org/obo/DOID_0060288,4.0,Omodysplasia,omodysplasia,1.0
http://www.orpha.net/ORDO/Orphanet_261120,http://purl.obolibrary.org/obo/DOID_0060392,4.0,14q11.2 microdeletion syndrome,chromosome 14q11-q22 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_67047,http://purl.obolibrary.org/obo/DOID_0110004,4.0,3-methylglutaconic aciduria type 3,3-methylglutaconic aciduria type 3,1.0
http://www.orpha.net/ORDO/Orphanet_67048,http://purl.obolibrary.org/obo/DOID_0110006,4.0,3-methylglutaconic aciduria type 4,3-methylglutaconic aciduria type 4,1.0
http://www.orpha.net/ORDO/Orphanet_231692,http://purl.obolibrary.org/obo/DOID_0060875,4.0,Isolated growth hormone deficiency type III,isolated growth hormone deficiency type III,1.0
http://www.orpha.net/ORDO/Orphanet_85,http://purl.obolibrary.org/obo/DOID_1338,4.0,Congenital dyserythropoietic anemia,congenital dyserythropoietic anemia,1.0
http://www.orpha.net/ORDO/Orphanet_79213,http://purl.obolibrary.org/obo/DOID_12798,4.0,Mucopolysaccharidosis,mucopolysaccharidosis,1.0
http://www.orpha.net/ORDO/Orphanet_67042,http://purl.obolibrary.org/obo/DOID_0060869,4.0,Late-onset retinal degeneration,late-onset retinal degeneration,1.0
http://www.orpha.net/ORDO/Orphanet_320385,http://purl.obolibrary.org/obo/DOID_0110801,4.0,Autosomal recessive spastic paraplegia type 49,hereditary spastic paraplegia 49,1.0
http://www.orpha.net/ORDO/Orphanet_320411,http://purl.obolibrary.org/obo/DOID_0110808,4.0,Autosomal recessive spastic paraplegia type 56,hereditary spastic paraplegia 56,1.0
http://www.orpha.net/ORDO/Orphanet_320380,http://purl.obolibrary.org/obo/DOID_0110806,4.0,Autosomal recessive spastic paraplegia type 54,hereditary spastic paraplegia 54,1.0
http://www.orpha.net/ORDO/Orphanet_67038,http://purl.obolibrary.org/obo/DOID_1040,4.0,B-cell chronic lymphocytic leukemia,chronic lymphocytic leukemia,1.0
http://www.orpha.net/ORDO/Orphanet_92050,http://purl.obolibrary.org/obo/DOID_0060776,4.0,Congenital tufting enteropathy,congenital diarrhea 5 with tufting enteropathy,1.0
http://www.orpha.net/ORDO/Orphanet_1775,http://purl.obolibrary.org/obo/DOID_2729,4.0,Dyskeratosis congenita,dyskeratosis congenita,1.0
http://www.orpha.net/ORDO/Orphanet_98306,http://purl.obolibrary.org/obo/DOID_0050440,4.0,Familial partial lipodystrophy,familial partial lipodystrophy,1.0
http://www.orpha.net/ORDO/Orphanet_33069,http://purl.obolibrary.org/obo/DOID_0060171,4.0,Dravet syndrome,Dravet syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_1878,http://purl.obolibrary.org/obo/DOID_0110282,4.0,Autosomal recessive limb-girdle muscular dystrophy type 2H,autosomal recessive limb-girdle muscular dystrophy type 2H,1.0
http://www.orpha.net/ORDO/Orphanet_97242,http://purl.obolibrary.org/obo/DOID_0050557,4.0,Congenital muscular dystrophy,congenital muscular dystrophy,1.0
http://www.orpha.net/ORDO/Orphanet_178509,http://purl.obolibrary.org/obo/DOID_0060486,4.0,Perry syndrome,Perry syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_1896,http://purl.obolibrary.org/obo/DOID_0060782,4.0,EEC syndrome,EEC syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_1830,http://purl.obolibrary.org/obo/DOID_0060490,4.0,Schimke immuno-osseous dysplasia,Schimke immuno-osseous dysplasia,1.0
http://www.orpha.net/ORDO/Orphanet_238750,http://purl.obolibrary.org/obo/DOID_0060420,4.0,4q21 microdeletion syndrome,chromosome 4q21 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_238755,http://purl.obolibrary.org/obo/DOID_0110303,4.0,Autosomal dominant limb-girdle muscular dystrophy type 1H,autosomal dominant limb-girdle muscular dystrophy type 1H,1.0
http://www.orpha.net/ORDO/Orphanet_102014,http://purl.obolibrary.org/obo/DOID_0110273,4.0,Autosomal dominant limb-girdle muscular dystrophy,autosomal dominant limb-girdle muscular dystrophy,1.0
http://www.orpha.net/ORDO/Orphanet_2322,http://purl.obolibrary.org/obo/DOID_0060473,4.0,Kabuki syndrome,Kabuki syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_405,http://purl.obolibrary.org/obo/DOID_0060699,4.0,Familial hypocalciuric hypercalcemia,familial hypocalciuric hypercalcemia,1.0
http://www.orpha.net/ORDO/Orphanet_2655,http://purl.obolibrary.org/obo/DOID_13481,4.0,Thanatophoric dysplasia,thanatophoric dysplasia,1.0
http://www.orpha.net/ORDO/Orphanet_26791,http://purl.obolibrary.org/obo/DOID_0060358,4.0,Multiple acyl-CoA dehydrogenase deficiency,multiple acyl-CoA dehydrogenase deficiency,1.0
http://www.orpha.net/ORDO/Orphanet_334,http://purl.obolibrary.org/obo/DOID_0050650,4.0,Familial atrial fibrillation,familial atrial fibrillation,1.0
http://www.orpha.net/ORDO/Orphanet_99886,http://purl.obolibrary.org/obo/DOID_0060334,4.0,Transient neonatal diabetes mellitus,transient neonatal diabetes mellitus,1.0
http://www.orpha.net/ORDO/Orphanet_552,http://purl.obolibrary.org/obo/DOID_0050524,4.0,MODY,maturity-onset diabetes of the young,1.0
http://www.orpha.net/ORDO/Orphanet_51608,http://purl.obolibrary.org/obo/DOID_0050644,4.0,Generalized arterial calcification of infancy,arterial calcification of infancy,1.0
http://www.orpha.net/ORDO/Orphanet_758,http://purl.obolibrary.org/obo/DOID_2738,4.0,Pseudoxanthoma elasticum,pseudoxanthoma elasticum,1.0
http://www.orpha.net/ORDO/Orphanet_234,http://purl.obolibrary.org/obo/DOID_12308,4.0,Dubin-Johnson syndrome,Dubin-Johnson syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_3318,http://purl.obolibrary.org/obo/DOID_2224,4.0,Essential thrombocythemia,essential thrombocythemia,1.0
http://www.orpha.net/ORDO/Orphanet_231183,http://purl.obolibrary.org/obo/DOID_0110828,4.0,Usher syndrome type 3,Usher syndrome type 3,1.0
http://www.orpha.net/ORDO/Orphanet_2882,http://purl.obolibrary.org/obo/DOID_0090019,4.0,Sitosterolemia,sitosterolemia,1.0
http://www.orpha.net/ORDO/Orphanet_284160,http://purl.obolibrary.org/obo/DOID_0060425,4.0,8q21.11 microdeletion syndrome,chromosome 8q21.11 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_281097,http://purl.obolibrary.org/obo/DOID_0060655,4.0,Autosomal recessive congenital ichthyosis,autosomal recessive congenital ichthyosis,1.0
http://www.orpha.net/ORDO/Orphanet_231679,http://purl.obolibrary.org/obo/DOID_0060872,4.0,Isolated growth hormone deficiency type II,isolated growth hormone deficiency type II,1.0
http://www.orpha.net/ORDO/Orphanet_206559,http://purl.obolibrary.org/obo/DOID_0110298,4.0,Autosomal recessive limb-girdle muscular dystrophy type 2N,autosomal recessive limb-girdle muscular dystrophy type 2N,1.0
http://www.orpha.net/ORDO/Orphanet_79225,http://purl.obolibrary.org/obo/DOID_1927,4.0,Sphingolipidosis,sphingolipidosis,1.0
http://www.orpha.net/ORDO/Orphanet_322,http://purl.obolibrary.org/obo/DOID_0080173,4.0,Exstrophy-epispadias complex,bladder exstrophy-epispadias-cloacal exstrophy complex,1.0
http://www.orpha.net/ORDO/Orphanet_86812,http://purl.obolibrary.org/obo/DOID_0110297,4.0,Autosomal recessive limb-girdle muscular dystrophy type 2K,autosomal recessive limb-girdle muscular dystrophy type 2K,1.0
http://www.orpha.net/ORDO/Orphanet_206564,http://purl.obolibrary.org/obo/DOID_0110292,4.0,Autosomal recessive limb-girdle muscular dystrophy type 2O,autosomal recessive limb-girdle muscular dystrophy type 2O,1.0
http://www.orpha.net/ORDO/Orphanet_726,http://purl.obolibrary.org/obo/DOID_1442,4.0,Alpers-Huttenlocher syndrome,Alpers syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_261494,http://purl.obolibrary.org/obo/DOID_0060352,4.0,Kleefstra syndrome,Kleefstra syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_93616,http://purl.obolibrary.org/obo/DOID_0110031,4.0,Hemoglobin H disease,hemoglobin H disease,1.0
http://www.orpha.net/ORDO/Orphanet_348,http://purl.obolibrary.org/obo/DOID_5204,4.0,"Fructose-1,6-bisphosphatase deficiency","fructose-1,6-bisphosphatase deficiency",1.0
http://www.orpha.net/ORDO/Orphanet_342,http://purl.obolibrary.org/obo/DOID_2987,4.0,Familial Mediterranean fever,familial Mediterranean fever,1.0
http://www.orpha.net/ORDO/Orphanet_356,http://purl.obolibrary.org/obo/DOID_4249,4.0,Gerstmann-Straussler-Scheinker syndrome,Gerstmann-Straussler-Scheinker syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_355,http://purl.obolibrary.org/obo/DOID_1926,4.0,Gaucher disease,Gaucher's disease,1.0
http://www.orpha.net/ORDO/Orphanet_353,http://purl.obolibrary.org/obo/DOID_0110277,4.0,Autosomal recessive limb-girdle muscular dystrophy type 2C,autosomal recessive limb-girdle muscular dystrophy type 2C,1.0
http://www.orpha.net/ORDO/Orphanet_263,http://purl.obolibrary.org/obo/DOID_11724,4.0,Limb-girdle muscular dystrophy,limb-girdle muscular dystrophy,1.0
http://www.orpha.net/ORDO/Orphanet_3156,http://purl.obolibrary.org/obo/DOID_0050576,4.0,Senior-Loken syndrome,Senior-Loken syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_474,http://purl.obolibrary.org/obo/DOID_0050592,4.0,Jeune syndrome,asphyxiating thoracic dystrophy,1.0
http://www.orpha.net/ORDO/Orphanet_99772,http://purl.obolibrary.org/obo/DOID_674,4.0,Cleft velum,cleft palate,1.0
http://www.orpha.net/ORDO/Orphanet_379,http://purl.obolibrary.org/obo/DOID_3265,4.0,Chronic granulomatous disease,chronic granulomatous disease,1.0
http://www.orpha.net/ORDO/Orphanet_374,http://purl.obolibrary.org/obo/DOID_2907,4.0,Goldenhar syndrome,Goldenhar syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_373,http://purl.obolibrary.org/obo/DOID_0060248,4.0,Simpson-Golabi-Behmel syndrome,Simpson-Golabi-Behmel syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_388,http://purl.obolibrary.org/obo/DOID_10487,4.0,Hirschsprung disease,Hirschsprung's disease,1.0
http://www.orpha.net/ORDO/Orphanet_385,http://purl.obolibrary.org/obo/DOID_0110734,4.0,Neurodegeneration with brain iron accumulation,neurodegeneration with brain iron accumulation,1.0
http://www.orpha.net/ORDO/Orphanet_79354,http://purl.obolibrary.org/obo/DOID_1697,4.0,Ichthyosis,ichthyosis,1.0
http://www.orpha.net/ORDO/Orphanet_163634,http://purl.obolibrary.org/obo/DOID_0060221,4.0,Maffucci syndrome,Maffucci syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_1572,http://purl.obolibrary.org/obo/DOID_12177,4.0,Common variable immunodeficiency,common variable immunodeficiency,1.0
http://www.orpha.net/ORDO/Orphanet_1652,http://purl.obolibrary.org/obo/DOID_0050699,4.0,Dent disease,Dent disease,1.0
http://www.orpha.net/ORDO/Orphanet_261476,http://purl.obolibrary.org/obo/DOID_0060427,4.0,Xp21 microdeletion syndrome,chromosome Xp21 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_101081,http://purl.obolibrary.org/obo/DOID_0110148,4.0,Charcot-Marie-Tooth disease type 1A,Charcot-Marie-Tooth disease type 1A,1.0
http://www.orpha.net/ORDO/Orphanet_640,http://purl.obolibrary.org/obo/DOID_0060843,4.0,Hereditary neuropathy with liability to pressure palsies,hereditary neuropathy with liability to pressure palsies,1.0
http://www.orpha.net/ORDO/Orphanet_90658,http://purl.obolibrary.org/obo/DOID_0110153,4.0,Charcot-Marie-Tooth disease type 1E,Charcot-Marie-Tooth disease type 1E,1.0
http://www.orpha.net/ORDO/Orphanet_564,http://purl.obolibrary.org/obo/DOID_0050778,4.0,Meckel syndrome,Meckel syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_306,http://purl.obolibrary.org/obo/DOID_0060169,4.0,Benign familial infantile epilepsy,benign familial infantile epilepsy,1.0
http://www.orpha.net/ORDO/Orphanet_305,http://purl.obolibrary.org/obo/DOID_3209,4.0,Junctional epidermolysis bullosa,junctional epidermolysis bullosa,1.0
http://www.orpha.net/ORDO/Orphanet_1531,http://purl.obolibrary.org/obo/DOID_2340,4.0,Craniosynostosis,craniosynostosis,1.0
http://www.orpha.net/ORDO/Orphanet_392,http://purl.obolibrary.org/obo/DOID_0060468,4.0,Holt-Oram syndrome,Holt-Oram syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_101006,http://purl.obolibrary.org/obo/DOID_0110777,4.0,Autosomal recessive spastic paraplegia type 26,hereditary spastic paraplegia 26,1.0
http://www.orpha.net/ORDO/Orphanet_1606,http://purl.obolibrary.org/obo/DOID_0060410,4.0,1p36 deletion syndrome,chromosome 1p36 deletion syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_708,http://purl.obolibrary.org/obo/DOID_0060673,4.0,Peters anomaly,Peters anomaly,1.0
http://www.orpha.net/ORDO/Orphanet_782,http://purl.obolibrary.org/obo/DOID_14686,4.0,Axenfeld-Rieger syndrome,Axenfeld-Rieger syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_98970,http://purl.obolibrary.org/obo/DOID_0060448,4.0,Fleck corneal dystrophy,Fleck corneal dystrophy,1.0
http://www.orpha.net/ORDO/Orphanet_219,http://purl.obolibrary.org/obo/DOID_0110280,4.0,Autosomal recessive limb-girdle muscular dystrophy type 2F,autosomal recessive limb-girdle muscular dystrophy type 2F,1.0
http://www.orpha.net/ORDO/Orphanet_215,http://purl.obolibrary.org/obo/DOID_0050534,4.0,Congenital stationary night blindness,congenital stationary night blindness,1.0
http://www.orpha.net/ORDO/Orphanet_213,http://purl.obolibrary.org/obo/DOID_1064,4.0,Cystinosis,cystinosis,1.0
http://www.orpha.net/ORDO/Orphanet_661,http://purl.obolibrary.org/obo/DOID_0060731,4.0,Ondine syndrome,congenital central hypoventilation syndrome,1.0
http://www.orpha.net/ORDO/Orphanet_635,http://purl.obolibrary.org/obo/DOID_769,4.0,Neuroblastoma,neuroblastoma,1.0
http://www.orpha.net/ORDO/Orphanet_257,http://purl.obolibrary.org/obo/DOID_0090017,4.0,Epidermolysis bullosa simplex with muscular dystrophy,epidermolysis bullosa simplex with muscular dystrophy,1.0
